,distance counterfactual target instance lev,dataset,model,vectorizer,method
291,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
292,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
293,19,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
294,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
295,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
296,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
297,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
298,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
299,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
300,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
301,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
302,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
303,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
304,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
305,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
306,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
307,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
308,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
309,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
310,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
311,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
312,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
313,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
314,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
315,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
316,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
317,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
318,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
319,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
320,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
321,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
322,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
323,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
324,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
325,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
326,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
327,22,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
328,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
329,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
330,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
331,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
332,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
333,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
334,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
335,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
336,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
337,20,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
338,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
339,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
340,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
341,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
342,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
343,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
344,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
345,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
346,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
347,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
348,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
349,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
350,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
351,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
352,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
353,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
354,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
355,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
356,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
357,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
358,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
359,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
360,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
361,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
362,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
363,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
364,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
365,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
366,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
367,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
368,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
369,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
370,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
371,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
372,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
373,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
374,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
375,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
376,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
377,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
378,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
379,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
380,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
381,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
382,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
383,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
384,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
385,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
386,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
387,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
388,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
389,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
390,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
391,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
392,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
393,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
394,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
395,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
396,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
397,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
398,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
399,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
400,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
401,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
402,2,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
403,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
404,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
405,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
406,21,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
407,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
408,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
409,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
410,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
411,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
412,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
413,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
414,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
415,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
416,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
417,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
418,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
419,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
420,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
421,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
422,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
423,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
424,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
425,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
426,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
427,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
428,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
429,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
430,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
431,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
432,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
433,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
434,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
435,2,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
436,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
437,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
438,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
439,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
440,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
441,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
442,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
443,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
444,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
445,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
446,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
447,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
448,20,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
449,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
450,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
451,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
452,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
453,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
454,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
455,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
456,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
457,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
458,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
459,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
460,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
461,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
462,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
463,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
464,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
465,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
466,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
467,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
468,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
469,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
470,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
471,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
472,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
473,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
474,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
475,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
476,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
477,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
478,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
479,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
480,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
481,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
482,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
483,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
484,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
485,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
486,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
487,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
488,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
489,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
490,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
491,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
492,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
493,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
494,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
495,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
496,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
497,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
498,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
499,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
500,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
501,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
502,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
503,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
504,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
505,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
506,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
507,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
508,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
509,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
510,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
511,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
512,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
513,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
514,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
515,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
516,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
517,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
518,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
519,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
520,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
521,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
522,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
523,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
524,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
525,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
526,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
527,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
528,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
529,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
530,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
531,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
532,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
533,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
534,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
535,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
536,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
537,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
538,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
539,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
540,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
541,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
542,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
543,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
544,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
545,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
546,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
547,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
548,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
549,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
550,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
551,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
552,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
553,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
554,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
555,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
556,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
557,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
558,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
559,3,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
560,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
561,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
562,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
563,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
564,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
565,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
566,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
567,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
568,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
569,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
570,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
571,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
572,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
573,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
574,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
575,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
576,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
577,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
578,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
579,20,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
580,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
581,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
582,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
583,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
584,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
585,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
586,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
587,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
588,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
589,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
590,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
591,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
592,2,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
593,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
594,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
595,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
596,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
597,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
598,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
599,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
600,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
601,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
602,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
603,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
604,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
605,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
606,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
607,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
608,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
609,18,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
610,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
611,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
612,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
613,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
614,8,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
615,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
616,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
617,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
618,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
619,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
620,19,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
621,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
622,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
623,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
624,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
625,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
626,21,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
627,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
628,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
629,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
630,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
631,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
632,12,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
633,14,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
634,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
635,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
636,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
637,16,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
638,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
639,2,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
640,5,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
641,17,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
642,11,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
643,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
644,10,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
645,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
646,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
647,7,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
648,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
649,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
650,4,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
651,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
652,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
653,15,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
654,9,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
655,13,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
656,6,polarity,Random Forest,_TfidfVectorizer,CounterfactualGAN
0,3,polarity,Neural Network 64,,SEDC
1,4,polarity,Neural Network 64,,SEDC
2,3,polarity,Neural Network 64,,SEDC
3,9,polarity,Neural Network 64,,SEDC
4,7,polarity,Neural Network 64,,SEDC
5,19,polarity,Neural Network 64,,SEDC
6,5,polarity,Neural Network 64,,SEDC
7,6,polarity,Neural Network 64,,SEDC
8,5,polarity,Neural Network 64,,SEDC
9,3,polarity,Neural Network 64,,SEDC
10,14,polarity,Neural Network 64,,SEDC
11,4,polarity,Neural Network 64,,SEDC
12,9,polarity,Neural Network 64,,SEDC
13,3,polarity,Neural Network 64,,SEDC
14,12,polarity,Neural Network 64,,SEDC
15,17,polarity,Neural Network 64,,SEDC
16,3,polarity,Neural Network 64,,SEDC
17,6,polarity,Neural Network 64,,SEDC
18,3,polarity,Neural Network 64,,SEDC
19,4,polarity,Neural Network 64,,SEDC
20,8,polarity,Neural Network 64,,SEDC
21,3,polarity,Neural Network 64,,SEDC
22,4,polarity,Neural Network 64,,SEDC
23,14,polarity,Neural Network 64,,SEDC
24,5,polarity,Neural Network 64,,SEDC
25,17,polarity,Neural Network 64,,SEDC
26,3,polarity,Neural Network 64,,SEDC
27,19,polarity,Neural Network 64,,SEDC
28,6,polarity,Neural Network 64,,SEDC
29,4,polarity,Neural Network 64,,SEDC
30,4,polarity,Neural Network 64,,SEDC
31,3,polarity,Neural Network 64,,SEDC
32,7,polarity,Neural Network 64,,SEDC
33,3,polarity,Neural Network 64,,SEDC
34,3,polarity,Neural Network 64,,SEDC
35,8,polarity,Neural Network 64,,SEDC
36,3,polarity,Neural Network 64,,SEDC
37,3,polarity,Neural Network 64,,SEDC
38,12,polarity,Neural Network 64,,SEDC
39,3,polarity,Neural Network 64,,SEDC
40,21,polarity,Neural Network 64,,SEDC
41,7,polarity,Neural Network 64,,SEDC
42,6,polarity,Neural Network 64,,SEDC
43,6,polarity,Neural Network 64,,SEDC
44,3,polarity,Neural Network 64,,SEDC
45,3,polarity,Neural Network 64,,SEDC
46,10,polarity,Neural Network 64,,SEDC
47,6,polarity,Neural Network 64,,SEDC
48,4,polarity,Neural Network 64,,SEDC
49,3,polarity,Neural Network 64,,SEDC
50,3,polarity,Neural Network 64,,SEDC
51,6,polarity,Neural Network 64,,SEDC
